objBGonly,0,0,,0,1,1,4294967295,0
objSolid,0,160,,0,1,1,4294967295,0
objSolid,32,160,,0,1,1,4294967295,0
objSolid,64,160,,0,1,1,4294967295,0
objSolid,96,160,,0,1,1,4294967295,0
objSolid,128,160,,0,1,1,4294967295,0
objSolid,160,160,,0,1,1,4294967295,0
objSolid,192,160,,0,1,1,4294967295,0
objSolid,224,160,,0,1,1,4294967295,0
objSolid,256,160,,0,1,1,4294967295,0
objSolid,288,160,,0,1,1,4294967295,0
objSolid,320,160,,0,1,1,4294967295,0
objSolid,352,160,,0,1,1,4294967295,0
objSolid,384,160,,0,1,1,4294967295,0
objSolid,416,160,,0,1,1,4294967295,0
objSolid,448,160,,0,1,1,4294967295,0
objSolid,480,160,,0,1,1,4294967295,0
objSolid,512,160,,0,1,1,4294967295,0
objSolid,544,160,,0,1,1,4294967295,0
objSolid,576,160,,0,1,1,4294967295,0
objSolid,608,160,,0,1,1,4294967295,0
objSolid,640,160,,0,1,1,4294967295,0
objSolid,672,160,,0,1,1,4294967295,0
objSolid,704,160,,0,1,1,4294967295,0
objSolid,832,256,,0,1,1,4294967295,0
objSolid,864,256,,0,1,1,4294967295,0
objSolid,896,256,,0,1,1,4294967295,0
objSolid,928,256,,0,1,1,4294967295,0
objSolid,960,256,,0,1,1,4294967295,0
objSolid,992,256,,0,1,1,4294967295,0
objSolid,1024,256,,0,1,1,4294967295,0
objSolid,1056,256,,0,1,1,4294967295,0
objSolid,1088,256,,0,1,1,4294967295,0
objSolid,1120,256,,0,1,1,4294967295,0
objSolid,1152,256,,0,1,1,4294967295,0
objSlopeR,736,160,,0,1,1,4294967295,0
objSlopeR,768,192,,0,1,1,4294967295,0
objSlopeR,800,224,,0,1,1,4294967295,0
objSolid,800,256,,0,1,1,4294967295,0
objSolid,768,224,,0,1,1,4294967295,0
objSolid,736,192,,0,1,1,4294967295,0
objSolid,1280,224,,0,1,1,4294967295,0
objSolid,1280,192,,0,1,1,4294967295,0
objSolid,1280,160,,0,1,1,4294967295,0
objSolid,1312,256,,0,1,1,4294967295,0
objSolid,1344,256,,0,1,1,4294967295,0
objSolid,1376,256,,0,1,1,4294967295,0
objSolid,1408,256,,0,1,1,4294967295,0
objSolid,1440,256,,0,1,1,4294967295,0
objSolid,1472,256,,0,1,1,4294967295,0
objSolid,1504,256,,0,1,1,4294967295,0
objSolid,1536,256,,0,1,1,4294967295,0
objSolid,1568,256,,0,1,1,4294967295,0
objSolid,1600,256,,0,1,1,4294967295,0
objSlopeL,1632,192,,0,1,1,4294967295,0
objSolid,1728,160,,0,1,1,4294967295,0
objSolid,1760,160,,0,1,1,4294967295,0
objSolid,1792,160,,0,1,1,4294967295,0
objSolid,1824,160,,0,1,1,4294967295,0
objSolid,1888,160,,0,1,1,4294967295,0
objSolid,1856,160,,0,1,1,4294967295,0
objSolid,1664,192,,0,1,1,4294967295,0
objSolid,1632,224,,0,1,1,4294967295,0
objSolid,1920,160,,0,1,1,4294967295,0
objSolid,1952,192,,0,1,1,4294967295,0
objSolid,1952,224,,0,1,1,4294967295,0
objSolid,1984,288,,0,1,1,4294967295,0
objSolid,1984,320,,0,1,1,4294967295,0
objSlopeR,1984,256,,0,1,1,4294967295,0
objSlopeR,2016,352,,0,1,1,4294967295,0
objSolid,2048,384,,0,1,1,4294967295,0
objSolid,2080,384,,0,1,1,4294967295,0
objSolid,2112,384,,0,1,1,4294967295,0
objSolid,2144,384,,0,1,1,4294967295,0
objSolid,2176,384,,0,1,1,4294967295,0
objSolid,2208,384,,0,1,1,4294967295,0
objSolid,2240,384,,0,1,1,4294967295,0
objSolid,2272,384,,0,1,1,4294967295,0
objSolid,2304,384,,0,1,1,4294967295,0
objSolid,2336,384,,0,1,1,4294967295,0
objSolid,2368,384,,0,1,1,4294967295,0
objSolid,2400,384,,0,1,1,4294967295,0
objSolid,2432,384,,0,1,1,4294967295,0
objSolid,2464,384,,0,1,1,4294967295,0
objSolid,2496,384,,0,1,1,4294967295,0
objSlopeR,1952,160,,0,1,1,4294967295,0
objSolid,2528,384,,0,1,1,4294967295,0
objSolid,2784,384,,0,1,1,4294967295,0
objSolid,2816,384,,0,1,1,4294967295,0
objSolid,2848,384,,0,1,1,4294967295,0
objSolid,2880,384,,0,1,1,4294967295,0
objSolid,2912,384,,0,1,1,4294967295,0
objSolid,2944,384,,0,1,1,4294967295,0
objSolid,2976,384,,0,1,1,4294967295,0
objSolid,3008,384,,0,1,1,4294967295,0
objSolid,3040,384,,0,1,1,4294967295,0
objSolid,3072,384,,0,1,1,4294967295,0
objSolid,3104,384,,0,1,1,4294967295,0
objSolid,3136,384,,0,1,1,4294967295,0
objSolid,3168,384,,0,1,1,4294967295,0
objSolid,1184,224,,0,1,1,4294967295,0
objSolid,1184,192,,0,1,1,4294967295,0
objSolid,1184,160,,0,1,1,4294967295,0
objSolid,1216,160,,0,1,1,4294967295,0
objSolid,1248,160,,0,1,1,4294967295,0
objSlopeR,2752,288,,0,1,1,4294967295,0
objSolid,2752,320,,0,1,1,4294967295,0
objSolid,2752,352,,0,1,1,4294967295,0
objSolid,2720,288,,0,1,1,4294967295,0
objSolid,2656,320,,0,1,1,4294967295,0
objSolid,2592,352,,0,1,1,4294967295,0
objSolid,3200,384,,0,1,1,4294967295,0
objSolid,3232,384,,0,1,1,4294967295,0
objSolid,3264,384,,0,1,1,4294967295,0
objSolid,3296,384,,0,1,1,4294967295,0
objSolid,3328,384,,0,1,1,4294967295,0
objSolid,3360,384,,0,1,1,4294967295,0
objSolid,3392,384,,0,1,1,4294967295,0
objSolid,3424,384,,0,1,1,4294967295,0
objSolid,3456,352,,0,1,1,4294967295,0
objSolid,3488,320,,0,1,1,4294967295,0
objSolid,3552,288,,0,1,1,4294967295,0
objSolid,3584,288,,0,1,1,4294967295,0
objSolid,3616,288,,0,1,1,4294967295,0
objSolid,3648,288,,0,1,1,4294967295,0
objSolid,3680,288,,0,1,1,4294967295,0
objSolid,3712,288,,0,1,1,4294967295,0
objSolid,3744,288,,0,1,1,4294967295,0
objSolid,3808,320,,0,1,1,4294967295,0
objSolid,3840,352,,0,1,1,4294967295,0
objSolid,3872,384,,0,1,1,4294967295,0
objSolid,3936,416,,0,1,1,4294967295,0
objSolid,3968,416,,0,1,1,4294967295,0
objSolid,4000,416,,0,1,1,4294967295,0
objSolid,4032,416,,0,1,1,4294967295,0
objSolid,4064,384,,0,1,1,4294967295,0
objSolid,4096,352,,0,1,1,4294967295,0
objSolid,4128,320,,0,1,1,4294967295,0
objSolid,4192,288,,0,1,1,4294967295,0
objSolid,4224,288,,0,1,1,4294967295,0
objSolid,4288,256,,0,1,1,4294967295,0
objSolid,4320,256,,0,1,1,4294967295,0
objSolid,4352,256,,0,1,1,4294967295,0
objSolid,4416,224,,0,1,1,4294967295,0
objSolid,4448,224,,0,1,1,4294967295,0
objSolid,4480,224,,0,1,1,4294967295,0
objSolid,4512,224,,0,1,1,4294967295,0
objSolid,4544,224,,0,1,1,4294967295,0
objSolid,4576,224,,0,1,1,4294967295,0
objSlopeL,4064,352,,0,1,1,4294967295,0
objSlopeL,4096,320,,0,1,1,4294967295,0
objSlopeL,3456,320,,0,1,1,4294967295,0
objSlopeR,3840,320,,0,1,1,4294967295,0
objSlopeR,3872,352,,0,1,1,4294967295,0
objLongSlopeR,3776,288,,0,1,1,4294967295,0
objLongSlopeR,3904,384,,0,1,1,4294967295,0
objLongSlopeL,3392,352,,0,1,1,4294967295,0
objLongSlopeL,3488,288,,0,1,1,4294967295,0
objLongSlopeL,4128,288,,0,1,1,4294967295,0
objLongSlopeL,4224,256,,0,1,1,4294967295,0
objLongSlopeL,4352,224,,0,1,1,4294967295,0
objLongSlopeL,2528,352,,0,1,1,4294967295,0
objLongSlopeL,2656,288,,0,1,1,4294967295,0
objLongSlopeL,2592,320,,0,1,1,4294967295,0
objLongSlopeL,1568,224,,0,1,1,4294967295,0
objLongSlopeL,1664,160,,0,1,1,4294967295,0
objLongSlopeL,4000,384,,0,1,1,4294967295,0
objSolid,4608,224,,0,1,1,4294967295,0
objSolid,4640,224,,0,1,1,4294967295,0
objSolid,4672,224,,0,1,1,4294967295,0
objSolid,4704,224,,0,1,1,4294967295,0
objSolid,4736,224,,0,1,1,4294967295,0
objSolid,4768,224,,0,1,1,4294967295,0
objSolid,4800,224,,0,1,1,4294967295,0
objSolid,4832,224,,0,1,1,4294967295,0
objSolid,4864,224,,0,1,1,4294967295,0
objSolid,4896,224,,0,1,1,4294967295,0
